attendance,internal_marks,assignment_scores,participation_level,study_hours,previous_semester_result,performance
80.80272084711243,10.976031262261522,38.313403889190745,2,4.997037218466991,80.2843643586242,at_risk
81.86841117373119,44.803954956037195,31.741528693705842,10,7.75025570927972,95.57849661527176,high
67.39417822102108,10.850776434015486,13.269013829871131,9,5.784949213880347,77.1500826545835,at_risk
98.78338511058234,44.98806690736798,28.332025661146258,9,5.840046412672389,89.48841687878985,high
91.00531293444459,31.15748536108848,29.387851485201878,8,3.502895635597208,81.32863021539922,average
97.57995766256757,47.56270794051585,16.63098160653103,10,2.9526062127749158,73.116181663628,average
95.79309401710594,41.951329430946615,47.82792588001129,10,3.59204811331637,54.51029172492119,high
83.9159991524434,49.9173644213335,43.99901485922648,1,6.006952065313714,65.5598511681057,average
96.87496940092467,24.028472618068406,36.76089349316433,2,1.262396674198801,98.06456949002293,at_risk
63.53970008207678,40.68753155724508,28.491822440024286,6,9.165240499207652,79.465922996356,average
67.83931449676581,26.077236544369686,26.470621663380342,10,2.406553385947986,73.86372282033938,average
61.80909155642152,29.195024812156355,36.038938686038165,5,2.980798091842479,95.97739753169364,average
73.01321323053057,35.1002185287348,31.817274776276218,9,5.664485588028817,75.19070686224693,average
75.54709158757927,44.94708456745355,12.490924235275426,5,7.3910328970355135,71.56495110504417,average
70.85396127095584,49.363338767971804,30.500105950813268,2,1.8615614926995758,85.5586513090123,at_risk
93.14950036607718,40.73093655458073,42.25614468931358,10,3.8592522779244596,82.75993713919266,high
74.27013306774357,26.71067128669335,28.36959510387832,4,9.718071450169214,51.58960050450597,average
71.23738038749524,26.854280091082806,12.078263102170737,9,3.3610867010285115,68.27849647444727,at_risk
81.70784332632994,39.50329206355566,41.451127975361324,1,3.817451305568322,68.35092656917512,average
65.63696899899051,19.55108583073209,18.054551285438976,1,8.528486415562302,62.69347091460069,at_risk
92.08787923016159,14.418964525255786,20.34483339552155,7,1.4519298852140974,71.03760892913519,at_risk
62.98202574719083,24.18488630563106,16.588254137291834,3,5.181518519280738,64.78644386362865,at_risk
99.47547746402068,21.48955966616327,23.2086025948599,10,4.416550880065032,51.96072936827099,average
90.8897907718663,21.8523248182396,40.2700602275454,2,3.8492808391778603,64.74198923648086,average
67.9486272613669,19.344310041996398,30.775434380157492,9,3.571296346402881,44.3366168543906,at_risk
60.220884684944096,11.683727585454475,18.195250966028503,3,1.822366943743683,74.5471517664647,at_risk
92.61845713819336,10.714957389336552,45.113203126081636,2,3.833432464164839,91.21927293646672,at_risk
88.27429375390469,49.50889558944126,45.18327419806117,8,1.3874716244410172,83.51722506127331,high
89.1602867216395,27.110925349434496,44.82313700184028,10,8.028674772799917,61.62364240324668,average
90.85081386743784,25.373065886387266,19.55184845526157,6,4.584050145622105,45.22427233463849,at_risk
62.96178606936361,37.1858913077228,28.049573767239522,6,4.995134490879204,52.12896395351625,average
74.33862914177091,18.730155514602565,49.39958624563501,10,9.042351278051184,72.72942042969015,average
64.63476238100519,47.99844735800902,40.880499052399614,7,6.922494854750987,52.42342500298197,average
94.52413703502374,41.453800576622086,11.086696849022392,7,1.072531930079078,72.63838667709805,average
84.93192507310232,13.57644009249038,12.608183650419683,6,9.488573406651565,53.89594148583394,at_risk
73.23592099410597,26.703231031397134,28.557255072493312,4,3.134300193799401,90.93543216856438,at_risk
62.54233401144094,45.164732302486584,46.368808234462406,9,1.9685276628387296,63.83628837042758,average
72.4392928686265,47.78928089165641,31.54807191810857,6,7.91315360542794,54.733037556669466,average
73.00733288106989,28.69606044999479,29.91250032137161,4,5.504295842800463,88.7395708148237,at_risk
89.18424713352256,34.53645556842831,14.218947998265223,3,4.903935094162158,60.570337888327046,average
85.50229885420853,16.68135784368301,36.271204188971765,4,3.245527717144676,46.68926127032692,average
95.48850970305307,49.646745045479065,42.88412642400902,3,5.927243408760868,74.2245694842185,average
78.88859700647797,19.266868055337735,25.216800300302495,2,3.469461446823287,74.89385226627932,at_risk
64.78376983753206,47.709270965405025,41.0244740370131,5,9.114247047583609,82.88174051414404,average
88.5297914889198,35.985865959694735,48.57906615603247,2,2.936840317598735,54.41316599250314,average
90.4314019446759,34.309471795154366,18.150658365107564,6,8.959196354101781,66.62628034553471,average
82.45108790277985,30.507540440660343,30.933185247789652,3,6.034648831546213,56.942075142559375,at_risk
90.83868719818244,19.226792468710347,21.485518323383022,6,8.456393205057168,44.857224166941286,average
79.75182385457563,17.06112128022033,41.71417676135357,10,7.415613962748595,92.5968296209535,average
80.90931317527976,18.819448362807016,33.1037346352463,9,7.270256002930737,83.73218826930048,average
77.10164073434198,17.45753048577018,35.383296702012146,1,3.9191122692555016,58.08778356752804,at_risk
61.01676506976381,41.18337894267013,41.916566384635765,6,3.1050723832498313,75.96237957231918,average
64.31565707973218,24.005010366669204,25.838818906498197,9,2.8979760491270934,52.075827288068346,at_risk
61.25716742746937,12.313707062535855,46.60360273628173,4,8.714724913536298,93.41419730774626,at_risk
85.45641645055122,48.764105205632454,31.3211546898456,2,8.38384138233118,46.894380601714616,average
72.57423924305307,45.35143539853703,16.31819291341392,4,4.965161752110766,40.230228730468056,average
80.34282764658812,47.11009132780852,37.835964726752096,1,2.1916415214680915,70.12049186435092,at_risk
96.30265895704372,49.79631290585741,41.73045401753018,3,4.440270267797125,74.98766940717215,high
69.971689165955,16.95580996877949,22.670467082701066,10,6.574091087232203,74.73791921774827,average
76.41531692142519,25.849680756106352,44.28717027995012,9,5.089628390319575,43.27071564626958,average
90.22204554172194,40.32953902816365,46.24573019063065,10,8.021703416346956,58.84262841510595,high
69.15192661966489,37.84082472215169,21.076179495112356,5,9.978605400262468,69.9519368104799,average
63.07919639315172,16.155836253594202,49.34085890860888,6,2.7201887960400715,52.99475113763445,at_risk
71.59005811655072,42.63332499962471,15.628461121950338,3,5.136857376936152,92.35755312915379,average
66.44885149016018,18.977622873466427,18.0806267360996,5,4.878855117287398,45.22655736768604,at_risk
97.18790609370292,18.952704592904922,17.368993569521045,8,3.7404327947405576,69.24306650032257,average
92.32481518257669,31.478976915736542,45.75958840031482,6,2.782859650482606,81.48496345078912,average
85.33615026041694,33.71759739366813,36.17170209299847,4,1.591229048406933,55.70506600806895,average
94.85842360750871,33.203448313512446,16.084171328890914,2,8.984073855013285,77.4544442198511,average
92.14688307596458,13.659473495910195,27.61293673473396,9,4.7786382791768585,89.76310900854247,average
67.46280235544144,45.09843450521522,34.61192100279208,1,5.4720596665004395,51.42021850570285,at_risk
95.70235993959912,20.62400170354824,13.338563399575332,1,9.252478433808243,95.03323550949176,average
81.57368967662603,15.180596851312167,45.29665473629355,4,7.986614297643531,73.21351195974148,average
92.2976062065625,45.54992319475909,42.14414141766141,7,2.174511377054658,57.95392025806363,average
95.84365199693973,48.226059929190136,30.20827094306553,1,6.088779708469682,65.85149652293624,average
72.72013899887456,44.48510469061802,48.685064610366815,9,4.980270488676032,58.731513027183276,average
64.40207698110707,42.38064298899512,26.710439171003987,4,8.174899653208865,83.50666959599897,average
69.11740650167766,36.20967922556087,49.36441276145991,3,7.518092928507543,87.77803980490793,average
77.08431154505026,32.034294824365574,36.71679995214508,1,7.213651497199647,89.97624353911966,average
92.72059063689971,13.479470396456406,35.38685093015766,10,4.064903519319072,99.14609497514448,average
94.42922333025373,26.338128522827947,16.6381958118314,4,8.24467357359329,87.477057549801,average
60.27808522124763,24.90754068049256,45.27711033218576,9,1.4715216603537509,76.0830442413138,average
80.42989210310263,20.39015135041305,27.099587516824606,10,2.436624112889505,60.35321790350703,average
76.69644012595116,38.936804547543396,16.489336231299173,6,4.020609456801205,72.67572692264497,average
68.88431241882921,29.835029403150834,10.50430079903036,6,1.6912669696235314,42.464090367424326,at_risk
64.79461469334731,13.241848636305917,32.3902273455353,1,3.1149484978122244,84.68950453179478,at_risk
73.50460685614512,18.80732807799245,31.095984884907054,10,8.471358846981264,66.75733270552611,average
97.71638815650077,37.33035054638384,38.774144894766344,2,9.534263840110714,41.20139378393126,average
72.92811728083021,13.045234379612008,45.610322120712084,6,3.7414212019677144,43.75041649062465,average
80.75162486973464,44.04827656195075,13.176263385721182,2,3.3806422358995443,63.2479878293054,at_risk
88.12075835580711,29.805861080558973,39.259859613614495,3,3.519033870217842,75.00529114110611,average
74.54518409517176,29.22346309306592,17.49647776390329,4,3.4994717861575944,67.8522369371276,at_risk
98.87128330883843,33.6963113863807,44.327082126286555,5,1.323371639673757,77.15225903752929,average
98.49789179768445,42.987238637005966,42.76254055446624,9,9.342247116979973,68.81765552748135,high
70.07129183301457,23.912368316087722,31.631750199421774,4,2.9232832741329555,79.7022307288808,at_risk
79.88994023569542,37.12064610236254,38.40971194493246,9,4.780036666732645,53.14756388024805,average
72.03513239267079,32.62927855983165,22.574004527349935,10,1.0871819446687097,46.770591231017285,average
71.3936197750987,20.681130806776853,28.846715957312586,3,8.721595818235514,75.7860372775396,average
61.47547789418131,45.14519945420632,42.865475908418865,8,7.580416100094255,69.08137101617845,average
84.38257335919587,41.89704086427712,28.370607886928557,1,9.520804316563328,41.61205924269612,average
80.10716092915446,36.338073386337015,24.311930613017672,9,8.034539312767592,62.82891312958215,average
62.05915004999957,44.023269163769676,29.768497890011997,9,3.8233586084685873,46.36753512945973,average
71.14585856946445,44.6917680383921,43.12997009748874,10,3.230860228555813,71.88140990516172,average
96.33063543866615,38.334519068601395,23.40832189483491,2,7.279446767979636,63.74666077962584,average
69.5824756266789,43.48053313454688,16.950463725429753,4,4.277014975094495,76.78911466618108,average
65.79579488364892,37.898858466771344,38.48056081323123,8,6.095935141773549,88.33613312621429,average
79.57811041110253,37.205630870412016,43.03912850832327,7,1.056317239238232,57.98012103048945,average
99.42601816442402,34.74445512860737,14.025499140941333,1,1.5569713151242772,97.72612624990165,average
69.68221086046002,40.10866558230565,19.594964510237787,5,5.81831147063486,72.13807003525446,average
86.88542189623514,16.344204211722946,15.678879590439756,7,6.094644818033486,77.09744792528727,average
90.46478461314871,45.23483036795714,23.917656463286665,4,7.763076500134092,80.84034239354422,average
69.50550175969599,44.87374110980928,28.014039156216505,1,2.1876878766156556,80.00389179145539,average
89.12865394447438,11.169891321382366,39.953053478532254,9,5.618647753811009,70.65824458270373,average
74.71132530877013,43.03267002259051,36.04590339526696,5,2.7500287998851976,65.72585746688101,average
85.29223322374318,15.154794698937808,34.837142699137246,2,1.8387650760642522,43.22691785064267,at_risk
85.34118843043579,23.404754170365678,24.094997864386176,8,4.694462146544991,41.32515071807079,at_risk
81.43098736299034,39.74033025166431,43.6579021233904,2,2.470029832801515,61.47767167196588,average
63.61159080217633,16.430395841932327,28.85148669592658,3,2.9960378037308675,60.01965343802156,at_risk
93.41209982356952,42.718680964762484,49.16419752060618,10,3.8579912188255157,63.261709290340406,average
72.83120259886944,43.28536711830968,35.36568553182947,1,3.3344956066887663,48.3020920532914,at_risk
67.46074041599417,30.298709350433448,15.050589662580109,2,1.7883216766535175,84.29009623221062,at_risk
61.63100566219056,10.255434868673344,37.04710248301736,7,1.8092462037373207,91.41786488657434,at_risk
83.63571772752968,21.48152532699651,23.00416061726796,10,2.7392447371075135,96.32287812244209,average
87.1025744736913,34.67707673502969,37.4530878674439,2,1.4550326916358505,69.54173821117755,average
60.663513157114245,49.24744712109694,12.78564592649623,6,6.638113177092344,82.05194194752572,at_risk
80.48372233197124,35.272541080666734,16.995257487038376,3,3.585940448580118,91.33306740615234,average
69.05983100791752,20.39214324256639,44.22949035623145,4,3.5177137099216393,65.09746666560915,at_risk
85.80691161637799,35.360228123984456,19.087182280940596,8,3.9879846481398866,58.56476769222667,average
66.97465716019965,31.599415188634218,43.4816450097176,3,6.965166467887495,96.20347335120941,average
87.63750952409865,41.19381580604575,21.171043538176416,10,8.835704933351415,70.94059306462438,average
75.46941385202149,14.279225553078337,35.71527640234831,6,7.831782393000745,69.83523319545267,average
97.46919954946938,40.44111610008112,37.76602294039324,1,7.547763072025854,50.70496579380975,average
65.50083776583973,31.650663147044412,30.506190125802117,7,5.359520670407643,46.48930087440141,at_risk
73.64265404201034,48.51968015435978,22.21242706786925,8,7.244250012706706,90.52641174901069,high
64.53894084962356,23.674886641547445,18.505775054843845,8,5.974861312302249,76.84799057125107,average
96.98774473114251,35.304875725357924,11.327574182497049,3,2.94625475367876,59.54947504116692,average
95.09357413523924,47.2811242204007,22.157856049628954,10,2.8772953096694565,51.50417304341599,average
70.31766510860622,14.10038911962717,36.126511621251325,1,3.667528061877551,73.32983681017788,at_risk
86.39936184136715,47.48913948945805,47.532192737939305,9,9.197224038728319,75.03515735566812,high
92.68888800804864,37.51542889203253,44.84817929052208,6,5.926733563417533,52.41961607470349,high
82.2080324639785,12.713482364206875,40.642591061412105,9,7.605148393016825,91.08434487348843,average
81.18602313424026,22.03854267787265,41.53789373013195,7,4.119028838348928,45.055861969351064,average
69.67409163601806,38.32688354581126,36.59939613903981,1,4.669441935987027,61.365585109985304,average
63.72411071223597,12.694024058750868,20.41147430264012,1,2.1300902077352624,80.82306482575133,at_risk
95.88863031813307,33.28681840705093,46.28780122823319,6,2.5416546203950334,56.44722182915204,high
96.01672228653322,23.83532227811827,36.82929247623336,5,8.44620899343531,89.6605116868763,average
85.32405829093072,34.83662071069908,32.4176252392176,9,6.2635476851999385,84.39206959602421,average
73.56119164194803,11.829681352500515,14.439578768539242,2,4.03779219295437,87.34137067288805,at_risk
73.96838298450643,44.86147224609505,27.882221752257017,8,8.225660880959914,47.14639215260298,average
89.03822715480958,48.939558767095875,28.41433084807705,5,3.218679150741847,48.432827679732576,average
95.88441039810309,48.75511421142766,44.582544380906796,2,9.784294287401835,57.18842426467502,high
95.48345697060469,39.98607326971699,31.865928807511537,10,4.103358469715528,71.08462991185367,average
91.19502183430495,15.203449605225279,25.216021958816384,6,4.0357985873610485,84.88096460196414,average
85.68126584617151,40.3305278371609,49.07201314042637,10,3.8072071498303472,90.1918534456542,high
63.365598599801956,10.98347665835206,14.428823733052628,8,2.0990036433185915,82.26011895743082,at_risk
66.46514856378455,10.88494206115989,26.901937132477784,4,2.000234325988112,95.71581289183831,at_risk
95.94216754108317,22.94440876598165,11.680987006856212,2,6.83294531080711,84.32461057695582,average
84.2571623863836,29.545727616186632,39.59616483067721,5,8.876062401022423,58.37607322027688,average
60.36788206466519,40.816296712311726,46.72306208796603,2,8.114684592445062,55.904877060314355,average
64.05886171464128,37.33181506426021,21.201493182019576,2,2.26996834619216,81.77154701806539,at_risk
86.54007076432222,27.836108255069934,44.33366707196483,6,5.910239096128598,51.57223412137686,average
60.20246335384875,20.945066651266636,21.68872921847591,10,1.9503239137897599,45.562888648616195,at_risk
66.43232205669995,49.884980006308446,46.43080646575661,9,1.407651792517697,71.93337249137164,average
81.94935157466344,27.047252089438917,40.158476143871354,4,6.907472734462905,89.29849418673732,average
87.67580790770774,28.05548097318702,42.19627107365754,6,5.816371003123153,46.08279054819181,average
86.07845038010402,16.544952847666767,10.72026222401818,7,1.7382131669032377,87.51347942774376,at_risk
68.9707723784224,41.79238194999718,48.51241428296104,6,1.314453217653896,88.69432026109288,average
88.48716885390144,37.74728903125954,39.066839682812926,8,9.907807720684012,68.9364400048926,high
69.489963499872,18.830784511550416,22.190043815445332,4,1.270191989341647,43.43861860062921,at_risk
73.01598792637071,13.295241824633708,43.17578659435388,1,5.000754277451437,50.47539107483118,at_risk
89.85965620472096,37.21997208298852,21.260847936597198,7,5.54157122146926,82.44557650971595,average
85.98531596188859,36.18044857124541,44.910153582645115,3,2.055521330204005,82.70667669945698,average
93.96893641976712,20.930381079928374,14.50321561647748,6,2.5215560059574464,93.90131651005993,average
86.30451569201374,48.03454249001641,38.14743909843183,2,4.166245057693173,74.96116879327496,average
82.73234413341886,16.04231567123601,31.62793906579641,9,7.855082885922964,47.44644206282664,average
63.7469907131237,27.293392041704077,13.861378807817633,1,5.5637418165424,47.28489433029833,at_risk
74.70863212237734,47.74463680670395,19.67575313035356,6,6.741116870976654,83.26794144140942,average
70.60809470726902,26.78909267704489,10.496161451092592,6,9.866570995816073,51.02707990647407,at_risk
69.75958573516334,35.54103790656342,28.750718618580233,5,7.912048917818887,59.70312997699632,average
98.92042219009782,25.90377591851177,22.050610430400013,5,4.909253483270959,69.23272041531483,average
75.72390898667041,20.968608093946802,33.934299371910356,1,5.017977296168938,41.48589265456907,at_risk
95.68186220708454,49.359105918393126,21.88951230834469,10,6.568948693369045,54.92914162119591,average
85.24554503989052,26.37336025260172,21.996764460279387,5,6.9882868757701395,64.47337651043681,average
91.79245214166593,45.76396814716538,39.727727949264136,2,5.506398332530042,56.77817910959237,high
80.10548372420769,19.198184235643446,11.925713439134139,7,6.803751005334819,48.18221964805395,average
83.07615538505436,18.52418816100333,46.11579980767949,3,1.211792449726889,83.68073546777184,at_risk
79.70070775275455,11.245363315380455,44.09055497564726,4,4.866605775071597,88.78885931007909,average
67.80971951192178,36.066673015035406,36.71218732905626,3,3.5104426846612906,55.44873856862349,at_risk
88.89808461046022,24.741053748950446,33.728862804295375,3,2.1625700071879934,86.4651696763782,at_risk
71.23089449763424,44.57432999358548,45.69209992558609,4,1.8959186152789762,63.133213864078826,at_risk
60.97263865725815,28.928396267662286,17.41320718114858,5,6.428729490532008,70.40114745124016,at_risk
85.81889183628671,48.72773711658887,13.158766487633144,1,5.712404924373505,91.36006449358916,average
67.08442717628196,17.421020628124847,19.580406796381524,4,3.2822570529673225,84.99722090814447,at_risk
97.61834337411656,44.744926718224434,41.78313114800761,8,5.23855052895263,88.30701107897066,high
98.1571430801035,41.06387411166967,11.386810669059333,10,5.430090836641675,48.21070999518141,average
96.59457560881793,40.83687378576208,33.31227340333959,7,2.755080823947542,44.183165550023766,average
74.80634801021777,43.79132912467551,49.817500647652395,9,6.868837556934856,93.60428374527922,high
60.6182646611547,40.440959637719956,44.227843753501574,5,8.028274207474814,63.27005617426566,average
97.13274250350901,35.048812865256615,30.857827561743576,10,8.12317186800567,57.27278068418085,average
77.12736593269257,15.249795107295503,12.545636371465694,4,6.422228476331096,83.48177525570947,at_risk
98.66619276174679,11.301047179650077,43.25494057542839,8,5.6047472426711265,90.1849357947914,average
98.54479908357011,46.83391391262747,33.95914032708842,9,1.549064287048554,91.74937731389805,average
94.12037821869441,34.66601258082952,14.597319882382674,7,3.5904816896644527,58.959828467513645,average
71.77795568278343,41.86149163904705,13.754291392934249,7,1.839443021003529,91.13274347210044,average
75.403909144077,29.260894060502004,46.3850727774637,5,9.674408447906263,42.456036662460725,average
94.04546686067428,14.69232755849578,36.76801051752314,4,2.2157213160318463,42.97968948758313,average
72.6768802062511,15.007431688102017,43.17147197267022,10,2.3659786886599186,77.41115171044927,average
66.7797098674437,37.422611489158854,45.15915601129069,1,9.006189564974429,43.78638214693277,at_risk
82.27205049833401,27.212235795978508,32.87089408193289,10,9.49535455128812,59.47655011060969,high
97.44619096643123,18.02098906801347,30.69785407020165,10,7.8924613531141885,80.36535917481544,average
87.84119186699891,29.663781869657477,27.21709641283961,7,1.0486443130540288,60.23601376325358,at_risk
82.8024468035746,12.568357483005364,22.677863511644773,1,1.0121164386090733,50.775986886405754,at_risk
63.887059750830744,33.27885607657595,27.38383843434847,1,4.402906928087057,56.8810373112305,at_risk
84.6002890679668,20.75973617740391,40.955186229206255,5,2.290558330098033,67.4545199350259,average
99.60215400417053,41.90236402548753,34.07693724060526,9,1.1654752793643754,68.52315132132894,average
65.60336060946096,22.41447835694295,45.70093159819385,6,5.176600204640542,86.98001388083212,average
80.73318609454947,28.20880596327205,27.73520057516751,3,9.487557076662744,85.00919376589076,average
95.09492287711822,10.464821596324025,34.28358314875016,3,3.9143761741218825,67.4090682733681,average
89.63074471016817,12.897875511782356,35.25230212367955,7,6.950266105858269,90.74004094592628,average
87.88062963981072,25.699742256267392,33.66788649225302,6,6.870118178191967,46.85422831548375,average
88.09936335948437,29.19755338868494,38.10535092342065,9,3.25972093298651,55.32120101373409,average
74.3796460487902,34.00082192477215,19.49733873499225,6,6.853827239414779,89.6785878101351,at_risk
71.74367377057973,21.66650314837213,30.494551101831625,5,2.9110057685820214,62.67964231756919,at_risk
92.37444621914054,37.7992754450617,14.168992112333907,10,2.0980667221920015,98.87089352763053,average
92.40453578716723,44.40489588756818,25.3804531057925,7,7.312449570037211,67.97519689167012,high
94.68289274320415,41.194039555733994,29.506682744850576,1,2.0209673539352506,87.51613737782584,average
96.52962210225886,11.584753013934286,36.088970381818896,7,9.972182967304198,64.13842248294232,average
80.4536959544375,29.220277890313156,48.02124210344814,3,2.651071610352064,65.49721114374583,at_risk
80.06065178748798,14.197207136726995,34.026042661934234,9,6.347276764808118,62.972988837051005,at_risk
91.931807158671,19.681800634501098,39.74375664706239,6,4.702371142713305,83.14453723064871,at_risk
85.99855723111061,49.46650373068586,30.25064237980811,9,2.137477801651004,72.85107304359967,average
88.07867509030814,15.69982171606053,35.364161255053254,5,1.2505951681967207,96.62668668210215,average
91.83170677744404,29.955526138054243,12.837288645350938,7,6.6045905406355,55.05341899204629,average
95.60021367270265,34.72622937272476,20.17566323367388,4,8.260818074102135,46.03376392500666,average
73.51980627406144,38.098598821764156,24.474123728205548,7,8.578140953560697,63.595689105952914,average
75.02331810559775,32.385947339476566,28.899734200260543,1,5.34442125769241,77.00276245880656,at_risk
63.75927759363476,10.390833896767347,11.82594982009535,7,7.99709920464147,91.6479362149297,at_risk
83.13120563984697,23.058452329759675,15.600963902132708,8,7.055624201396903,60.771813200819665,average
61.43769095186968,30.708465735388458,21.07257231165223,5,7.518290747492199,79.2272050674677,at_risk
78.6239207252984,13.514659965793335,48.86130763604203,2,5.433391046996327,61.01192086139314,average
81.70578538830307,24.025077248367232,23.25388028412203,5,6.700705662179144,77.03317497966748,average
71.46165008513138,11.328124351654662,29.2816423244833,6,8.249733222184513,93.08847682183905,average
83.63333042276042,13.14313988620083,17.843908509535716,2,4.580957580013207,53.88145853556454,at_risk
61.220009997561974,25.87693104806384,34.43120284303073,6,8.253810107808253,64.25449852642235,average
61.493927549968575,15.308630161722414,21.22732862063897,6,6.3281515851015655,99.59591178578479,average
92.90402242638633,32.70163393046232,18.27970313753707,1,2.493109219337076,92.11342169496766,average
74.40762565645052,37.578598765490625,30.66290513783916,1,1.2221574150212615,73.87839147377213,at_risk
65.0824205060754,42.02346796436331,10.220231966416833,10,4.264782403592369,70.99765551125651,average
80.88973040219217,18.006009769792403,10.306561305969012,3,5.920266954667059,57.07602293828086,at_risk
90.79974212394444,16.699303290362792,18.76275236407431,10,8.558383169831394,71.03256566161176,average
68.63284109987373,14.18271361337601,11.468854500032846,10,2.147371121262216,90.89088989679684,at_risk
84.91561903276,35.457209981745464,14.321030165227654,3,8.201857129152213,81.11047079666683,average
63.41389859975072,38.25902905947605,23.554425973550064,4,8.767081414605043,57.4026416906792,at_risk
62.067268846744305,11.263445793025681,42.103427183192515,2,2.356187383007504,52.08783526321198,at_risk
81.25418526272591,47.448489849747595,32.88194573477203,9,8.664348873737971,55.91251221980975,high
81.62540486440426,12.078851346058897,30.506709038256655,10,9.923082110585128,50.18555208356959,average
85.49719605992826,31.65185341204282,21.739552928324866,7,7.541549479434138,45.738441761422955,average
89.04365334890646,38.36242077803666,47.270148777312656,7,8.062927136424893,65.1481704665233,high
99.03408317850139,44.83876494984342,25.880601649487666,6,9.949737408029861,46.79797626389606,average
80.65201393204781,38.56347728529711,13.48371067183086,3,6.449331254733508,50.31475346362626,at_risk
72.91825891764984,42.069123322791675,34.68266064471205,6,3.770977438146245,72.83948106036917,average
